query_id,answer
438,1909 4396 4234 4328 4286 4308 4403 1899 4354 4400
439,4440 2171 4371 2663 2968 2279 4008 2696 2894 2220
440,4219 2646 4214 4395 4424 4389 3026 4384 4361 4440
441,4219 2646 4313 4234 1951 4308 4440 4389 4233 3077
442,4395 4214 4424 4219 2646 4301 4235 4209 4384 4276
443,4219 2865 2646 4384 1966 4400 4387 4234 4403 4395
444,4451 4214 4220 2405 2698 4447 3995 4290 3861 4227
445,4286 4234 4328 1909 4396 1951 1899 4308 1907 3436
446,4327 4423 4364 4253 4427 4232 4220 4426 2408 4387
447,4219 4387 2646 4384 2865 1966 4234 4504 1958 4395
448,4219 4400 4384 4387 1966 2865 4403 4234 4389 4308
449,4387 1958 4384 4400 4219 2646 4234 1966 4403 2865
450,4219 2646 4384 4361 4234 2865 2962 4400 1966 4286
451,1951 3467 4234 4214 4328 4286 4320 4308 2698 2665
452,4219 2646 4384 4308 4234 3127 4361 4408 1951 4389
453,4440 4389 4219 4313 4384 2646 4218 2171 4310 4371
454,4445 4209 4400 4387 4219 4307 4234 4451 4403 2249
455,1951 4234 4219 4286 4308 4361 3467 4214 4403 2646
456,4384 4219 4234 4361 2646 4229 4395 3844 4257 4440
457,1951 4234 4308 3467 4328 4214 4286 4219 1909 2646
458,4320 4321 4354 4242 3861 3862 4433 4436 2918 4224
459,4364 4423 4220 2908 3028 2917 4321 4232 4436 4372
460,4219 2646 4384 2865 4400 4234 4361 1966 4387 4403
461,4219 4214 4395 2646 2665 2698 4424 4234 4384 4389
462,4234 4408 3862 4433 4242 4224 2244 4371 4134 2196
463,4440 2646 4219 4384 4389 4361 4257 1966 3078 2865
464,4361 4384 2646 4219 2865 4257 4328 4440 4406 2721
465,4387 1966 4219 2646 4384 2865 4234 4400 4408 4403
466,4332 2706 3859 4269 3256 4351 2906 4321 4243 4433
467,1951 4234 4361 4214 3467 4403 2698 4308 4400 4219
468,4242 2197 3781 4307 4433 4367 4008 4243 4354 4045
469,4008 3595 2222 4420 4388 2217 4307 4287 4348 2661
470,4219 2646 4387 4440 4361 1966 4400 2865 4389 4257
471,3580 4381 4276 4310 2095 4006 4379 4218 4266 4371
472,3993 4134 4224 4291 4311 4179 4307 2895 2953 4453
473,4440 4219 4384 4313 2646 3078 4361 1966 3470 2865
474,1951 4234 3467 4214 4308 4328 4320 4286 2698 4219
475,4440 2894 4389 2886 4375 2696 2968 4371 2288 2220
476,4440 4389 2171 4373 4219 2894 2220 2696 4361 4371
477,4440 2968 2171 2663 4371 4243 2894 4008 2886 2696
478,4219 1966 2646 4384 2865 4387 4395 4234 4400 4257
479,4328 4234 4396 4286 1909 4308 1907 4400 1951 4361
480,4219 4400 3470 4384 2646 3078 2696 1966 2865 4387
481,2663 4008 3993 4420 4287 2948 4348 4307 2968 3595
482,4328 4219 4286 4396 4234 4362 4403 4153 3088 4395
483,4328 4396 4286 1907 3436 4234 2928 4551 4400 4308
484,2646 4219 4384 4440 4387 1966 4400 2865 4389 4234
485,4219 1966 2646 4400 2865 4384 4387 4403 4234 4361
486,4396 4328 4308 4219 4243 4234 4214 4403 4400 4329
487,1909 4234 4308 4328 4396 4286 4219 4400 4214 1907
488,1951 3467 4234 4214 4286 4328 4219 4322 4532 4320
489,4214 4219 4234 2646 2698 2665 4308 4395 4451 4361
490,4219 4389 4384 2646 4440 4361 4234 2943 1966 4400
491,4395 4214 4219 4387 2646 4424 4389 4235 4384 4301
492,4387 2646 4384 4219 1966 2865 4504 3470 4400 4234
493,4440 4510 4266 2894 3128 4269 3482 3481 4371 2968
494,4214 2698 1951 4234 3467 4219 4308 4227 4433 2646
495,4364 4423 4220 2324 4414 3746 3688 3054 2668 3661
496,2646 4396 4361 4234 4219 1966 2865 1899 1909 4322
497,4395 4219 4214 3843 2944 2646 4387 4424 2521 4234
498,4219 2646 4384 4361 4400 4440 4389 4387 4234 2865
499,4214 2698 4433 4234 3995 3467 4045 4362 1901 4204
500,4362 4433 4234 4153 4308 3743 3467 4435 4045 4050
