query_id,fold,variant,query_text,original_text,ground_truth
145,0,case_punct,"!!! дОБРЫЙ ДЕНЬ! я ПРОИЗВОЖУ ФОТО ДЛЯ ПРОВЕРКИ НАЛИЧИЯ АВТО! в КОНЦЕ БОТ ПРОСИТ ФОТО птс С КОДОМ НО У МЕНЯ ЕГО НЕТ ,1ОН ЭЛЕКТРОННЫЙ! чТО ДЕЛАТЬ?? ???","Добрый день! Я произвожу фото для проверки наличия авто! В конце бот просит фото ПТС с кодом но у меня его нет ,1он электронный! Что делать??",4423
145,0,typo_delete,"Добрый день! Я произвожу фото для проверки наличия авто! В коце бот просит фото ПТС с кодом но у меня его нет ,1он электронный! Что делать??","Добрый день! Я произвожу фото для проверки наличия авто! В конце бот просит фото ПТС с кодом но у меня его нет ,1он электронный! Что делать??",4423
145,0,typo_swap,"Добрый день! Я произвожу фото для провекри наличия авто! В конце бот просит фото ПТС с кодом но у меня его нет ,1он электронный! Что делать??","Добрый день! Я произвожу фото для проверки наличия авто! В конце бот просит фото ПТС с кодом но у меня его нет ,1он электронный! Что делать??",4423
145,0,typo_keyboard,"Добрый день! Я произвожу фото для проверки наличия авто! В конце бот просит фото ПТС с кодлм но у меня его нет ,1он электронный! Что делать??","Добрый день! Я произвожу фото для проверки наличия авто! В конце бот просит фото ПТС с кодом но у меня его нет ,1он электронный! Что делать??",4423
145,0,typo_two,"Добрый день! Я протзвожу фото для проверки наличия авто! В кнце бот просит фото ПТС с кодом но у меня его нет ,1он электронный! Что делать??","Добрый день! Я произвожу фото для проверки наличия авто! В конце бот просит фото ПТС с кодом но у меня его нет ,1он электронный! Что делать??",4423
145,0,drop_content,"Добрый день! Я произвожу фото для проверки авто! В конце бот просит фото ПТС с кодом но у меня его нет ,1он электронный! Что делать??","Добрый день! Я произвожу фото для проверки наличия авто! В конце бот просит фото ПТС с кодом но у меня его нет ,1он электронный! Что делать??",4423
145,0,polite_noise,"Здравствуйте! Подскажите, пожалуйста, очень срочно: Добрый день! Я произвожу фото для проверки наличия авто! В конце бот просит фото ПТС с кодом но у меня его нет ,1он электронный! Что делать??","Добрый день! Я произвожу фото для проверки наличия авто! В конце бот просит фото ПТС с кодом но у меня его нет ,1он электронный! Что делать??",4423
145,0,topic_distractor,"Добрый день! Я произвожу фото для проверки наличия авто! В конце бот просит фото ПТС с кодом но у меня его нет ,1он электронный! Что делать?? Также не понимаю, почему не работает Авито Доставка и когда вернут деньги.","Добрый день! Я произвожу фото для проверки наличия авто! В конце бот просит фото ПТС с кодом но у меня его нет ,1он электронный! Что делать??",4423
145,0,mask_entities,"Добрый день! Я произвожу фото для проверки наличия авто! В конце бот просит фото ПТС с кодом но у меня его нет ,<NUMBER>он электронный! Что делать??","Добрый день! Я произвожу фото для проверки наличия авто! В конце бот просит фото ПТС с кодом но у меня его нет ,1он электронный! Что делать??",4423
146,0,original,"Обратился покупатель, хотел приобрести товар ( подголовник для кресла) с помощью Авито доставки , но цена указана 10000 , почему?","Обратился покупатель, хотел приобрести товар ( подголовник для кресла) с помощью Авито доставки , но цена указана 10000 , почему?",1951
146,0,case_punct,"!!! оБРАТИЛСЯ ПОКУПАТЕЛЬ, ХОТЕЛ ПРИОБРЕСТИ ТОВАР ( ПОДГОЛОВНИК ДЛЯ КРЕСЛА) С ПОМОЩЬЮ аВИТО ДОСТАВКИ , НО ЦЕНА УКАЗАНА 10000 , ПОЧЕМУ? ???","Обратился покупатель, хотел приобрести товар ( подголовник для кресла) с помощью Авито доставки , но цена указана 10000 , почему?",1951
146,0,typo_delete,"Обртился покупатель, хотел приобрести товар ( подголовник для кресла) с помощью Авито доставки , но цена указана 10000 , почему?","Обратился покупатель, хотел приобрести товар ( подголовник для кресла) с помощью Авито доставки , но цена указана 10000 , почему?",1951
146,0,typo_swap,"Обратился покупатель, хотле приобрести товар ( подголовник для кресла) с помощью Авито доставки , но цена указана 10000 , почему?","Обратился покупатель, хотел приобрести товар ( подголовник для кресла) с помощью Авито доставки , но цена указана 10000 , почему?",1951
146,0,typo_keyboard,"Обратился покупатель, хотел приобрести товар ( подглловник для кресла) с помощью Авито доставки , но цена указана 10000 , почему?","Обратился покупатель, хотел приобрести товар ( подголовник для кресла) с помощью Авито доставки , но цена указана 10000 , почему?",1951
146,0,typo_two,"Обратился покупатедь, хотел приобрести товар ( подголовник для кресла) с помощью Авито доствки , но цена указана 10000 , почему?","Обратился покупатель, хотел приобрести товар ( подголовник для кресла) с помощью Авито доставки , но цена указана 10000 , почему?",1951
146,0,drop_content,"Обратился , хотел приобрести товар ( подголовник для кресла) с помощью Авито доставки , но цена указана 10000 , почему?","Обратился покупатель, хотел приобрести товар ( подголовник для кресла) с помощью Авито доставки , но цена указана 10000 , почему?",1951
146,0,polite_noise,"Здравствуйте! Подскажите, пожалуйста, очень срочно: Обратился покупатель, хотел приобрести товар ( подголовник для кресла) с помощью Авито доставки , но цена указана 10000 , почему?","Обратился покупатель, хотел приобрести товар ( подголовник для кресла) с помощью Авито доставки , но цена указана 10000 , почему?",1951
146,0,topic_distractor,"Обратился покупатель, хотел приобрести товар ( подголовник для кресла) с помощью Авито доставки , но цена указана 10000 , почему? Также не понимаю, почему не работает Авито Доставка и когда вернут деньги.","Обратился покупатель, хотел приобрести товар ( подголовник для кресла) с помощью Авито доставки , но цена указана 10000 , почему?",1951
146,0,mask_entities,"Обратился покупатель, хотел приобрести товар ( подголовник для кресла) с помощью Авито доставки , но цена указана <NUMBER> , почему?","Обратился покупатель, хотел приобрести товар ( подголовник для кресла) с помощью Авито доставки , но цена указана 10000 , почему?",1951
148,0,original,"Добрый день. Как подключить опцию, с Авито доставкой, чтоб 14 дней было у покупателя на возврат ?","Добрый день. Как подключить опцию, с Авито доставкой, чтоб 14 дней было у покупателя на возврат ?",4234 4400
148,0,case_punct,"!!! дОБРЫЙ ДЕНЬ. кАК ПОДКЛЮЧИТЬ ОПЦИЮ, С аВИТО ДОСТАВКОЙ, ЧТОБ 14 ДНЕЙ БЫЛО У ПОКУПАТЕЛЯ НА ВОЗВРАТ ? ???","Добрый день. Как подключить опцию, с Авито доставкой, чтоб 14 дней было у покупателя на возврат ?",4234 4400
148,0,typo_delete,"Добрый день. Как подключить опцию, с Авито доставкой, чтоб 14 дней было у поупателя на возврат ?","Добрый день. Как подключить опцию, с Авито доставкой, чтоб 14 дней было у покупателя на возврат ?",4234 4400
148,0,typo_swap,"Добрый день. Как подключить опцию, с Авито доставкой, чтоб 14 дней было у покупатеял на возврат ?","Добрый день. Как подключить опцию, с Авито доставкой, чтоб 14 дней было у покупателя на возврат ?",4234 4400
148,0,typo_keyboard,"Добрый день. Как подключить опцию, с Авито доставеой, чтоб 14 дней было у покупателя на возврат ?","Добрый день. Как подключить опцию, с Авито доставкой, чтоб 14 дней было у покупателя на возврат ?",4234 4400
148,0,typo_two,"Добрый день. Как подключить опцию, с Авито досьавкой, чтоб 14 дней было у покупателя на возрат ?","Добрый день. Как подключить опцию, с Авито доставкой, чтоб 14 дней было у покупателя на возврат ?",4234 4400
148,0,drop_content,"Добрый день. Как опцию, с Авито доставкой, чтоб 14 дней было у покупателя на возврат ?","Добрый день. Как подключить опцию, с Авито доставкой, чтоб 14 дней было у покупателя на возврат ?",4234 4400
148,0,polite_noise,"Здравствуйте! Подскажите, пожалуйста, очень срочно: Добрый день. Как подключить опцию, с Авито доставкой, чтоб 14 дней было у покупателя на возврат ?","Добрый день. Как подключить опцию, с Авито доставкой, чтоб 14 дней было у покупателя на возврат ?",4234 4400
148,0,topic_distractor,"Добрый день. Как подключить опцию, с Авито доставкой, чтоб 14 дней было у покупателя на возврат ? Также не понимаю, почему не работает Авито Доставка и когда вернут деньги.","Добрый день. Как подключить опцию, с Авито доставкой, чтоб 14 дней было у покупателя на возврат ?",4234 4400
148,0,mask_entities,"Добрый день. Как подключить опцию, с Авито доставкой, чтоб <NUMBER> дней было у покупателя на возврат ?","Добрый день. Как подключить опцию, с Авито доставкой, чтоб 14 дней было у покупателя на возврат ?",4234 4400
150,0,original,"Здравствуйте. Сколько максимальные габариты отправки через почту России? Почему я заказал гитару , и на почте продавцу сказали что не примут, даже не измерили.","Здравствуйте. Сколько максимальные габариты отправки через почту России? Почему я заказал гитару , и на почте продавцу сказали что не примут, даже не измерили.",4328
150,0,case_punct,"!!! зДРАВСТВУЙТЕ. сКОЛЬКО МАКСИМАЛЬНЫЕ ГАБАРИТЫ ОТПРАВКИ ЧЕРЕЗ ПОЧТУ рОССИИ? пОЧЕМУ Я ЗАКАЗАЛ ГИТАРУ , И НА ПОЧТЕ ПРОДАВЦУ СКАЗАЛИ ЧТО НЕ ПРИМУТ, ДАЖЕ НЕ ИЗМЕРИЛИ. ???","Здравствуйте. Сколько максимальные габариты отправки через почту России? Почему я заказал гитару , и на почте продавцу сказали что не примут, даже не измерили.",4328
150,0,typo_delete,"Здравствуйте. Сколко максимальные габариты отправки через почту России? Почему я заказал гитару , и на почте продавцу сказали что не примут, даже не измерили.","Здравствуйте. Сколько максимальные габариты отправки через почту России? Почему я заказал гитару , и на почте продавцу сказали что не примут, даже не измерили.",4328
150,0,typo_swap,"Здравствуйте. Сколько максимальные габариты отправки через пчоту России? Почему я заказал гитару , и на почте продавцу сказали что не примут, даже не измерили.","Здравствуйте. Сколько максимальные габариты отправки через почту России? Почему я заказал гитару , и на почте продавцу сказали что не примут, даже не измерили.",4328
150,0,typo_keyboard,"Здравствуйте. Сколько максимальные габариты отправки через почту России? Почему я заказал гитару , и на почте продавцу сказали что не примут, даже не измеоили.","Здравствуйте. Сколько максимальные габариты отправки через почту России? Почему я заказал гитару , и на почте продавцу сказали что не примут, даже не измерили.",4328
150,0,typo_two,"Здравствуйте. Сколько максимальные габариты отпрааки через почту России? Почему я заказал гитару , и на почте продавцу сазали что не примут, даже не измерили.","Здравствуйте. Сколько максимальные габариты отправки через почту России? Почему я заказал гитару , и на почте продавцу сказали что не примут, даже не измерили.",4328
150,0,drop_content,"Здравствуйте. Сколько максимальные габариты отправки через почту России? Почему я гитару , и на почте продавцу сказали что не примут, даже не измерили.","Здравствуйте. Сколько максимальные габариты отправки через почту России? Почему я заказал гитару , и на почте продавцу сказали что не примут, даже не измерили.",4328
150,0,polite_noise,"Здравствуйте! Подскажите, пожалуйста, очень срочно: Здравствуйте. Сколько максимальные габариты отправки через почту России? Почему я заказал гитару , и на почте продавцу сказали что не примут, даже не измерили.","Здравствуйте. Сколько максимальные габариты отправки через почту России? Почему я заказал гитару , и на почте продавцу сказали что не примут, даже не измерили.",4328
150,0,topic_distractor,"Здравствуйте. Сколько максимальные габариты отправки через почту России? Почему я заказал гитару , и на почте продавцу сказали что не примут, даже не измерили. Также не понимаю, почему не работает Авито Доставка и когда вернут деньги.","Здравствуйте. Сколько максимальные габариты отправки через почту России? Почему я заказал гитару , и на почте продавцу сказали что не примут, даже не измерили.",4328
150,0,mask_entities,"Здравствуйте. Сколько максимальные габариты отправки через почту России? Почему я заказал гитару , и на почте продавцу сказали что не примут, даже не измерили.","Здравствуйте. Сколько максимальные габариты отправки через почту России? Почему я заказал гитару , и на почте продавцу сказали что не примут, даже не измерили.",4328
152,0,original,"Здравствуйте. Подскажите, пожалуйста, если я отправлю товар доставкой в другой город, кто оплачивает доставку и как рассчитать её стоимость?","Здравствуйте. Подскажите, пожалуйста, если я отправлю товар доставкой в другой город, кто оплачивает доставку и как рассчитать её стоимость?",1951 4234
152,0,case_punct,"!!! зДРАВСТВУЙТЕ. пОДСКАЖИТЕ, ПОЖАЛУЙСТА, ЕСЛИ Я ОТПРАВЛЮ ТОВАР ДОСТАВКОЙ В ДРУГОЙ ГОРОД, КТО ОПЛАЧИВАЕТ ДОСТАВКУ И КАК РАССЧИТАТЬ ЕЁ СТОИМОСТЬ? ???","Здравствуйте. Подскажите, пожалуйста, если я отправлю товар доставкой в другой город, кто оплачивает доставку и как рассчитать её стоимость?",1951 4234
152,0,typo_delete,"Здравствуйте. Подскажите, пожалуйста, если я оправлю товар доставкой в другой город, кто оплачивает доставку и как рассчитать её стоимость?","Здравствуйте. Подскажите, пожалуйста, если я отправлю товар доставкой в другой город, кто оплачивает доставку и как рассчитать её стоимость?",1951 4234
152,0,typo_swap,"Здравствуйте. Подскажите, пожалуйста, если я отправлю товар доставкой в другой город, кто оплачивает доставку и как рассчитать её стомиость?","Здравствуйте. Подскажите, пожалуйста, если я отправлю товар доставкой в другой город, кто оплачивает доставку и как рассчитать её стоимость?",1951 4234
152,0,typo_keyboard,"Здравствуйте. Подскажите, пожалуйста, если я отправлю товар доставкой в дркгой город, кто оплачивает доставку и как рассчитать её стоимость?","Здравствуйте. Подскажите, пожалуйста, если я отправлю товар доставкой в другой город, кто оплачивает доставку и как рассчитать её стоимость?",1951 4234
152,0,typo_two,"Здравствуйте. Подскажите, пожалуйста, если я отправлю товар доставкой в другой глрод, кто оплачиват доставку и как рассчитать её стоимость?","Здравствуйте. Подскажите, пожалуйста, если я отправлю товар доставкой в другой город, кто оплачивает доставку и как рассчитать её стоимость?",1951 4234
152,0,drop_content,"Здравствуйте. Подскажите, пожалуйста, если я отправлю товар доставкой в другой , кто оплачивает доставку и как рассчитать её стоимость?","Здравствуйте. Подскажите, пожалуйста, если я отправлю товар доставкой в другой город, кто оплачивает доставку и как рассчитать её стоимость?",1951 4234
152,0,polite_noise,"Здравствуйте! Подскажите, пожалуйста, очень срочно: Здравствуйте. Подскажите, пожалуйста, если я отправлю товар доставкой в другой город, кто оплачивает доставку и как рассчитать её стоимость?","Здравствуйте. Подскажите, пожалуйста, если я отправлю товар доставкой в другой город, кто оплачивает доставку и как рассчитать её стоимость?",1951 4234
152,0,topic_distractor,"Здравствуйте. Подскажите, пожалуйста, если я отправлю товар доставкой в другой город, кто оплачивает доставку и как рассчитать её стоимость? Также не понимаю, почему не работает Авито Доставка и когда вернут деньги.","Здравствуйте. Подскажите, пожалуйста, если я отправлю товар доставкой в другой город, кто оплачивает доставку и как рассчитать её стоимость?",1951 4234
152,0,mask_entities,"Здравствуйте. Подскажите, пожалуйста, если я отправлю товар доставкой в другой город, кто оплачивает доставку и как рассчитать её стоимость?","Здравствуйте. Подскажите, пожалуйста, если я отправлю товар доставкой в другой город, кто оплачивает доставку и как рассчитать её стоимость?",1951 4234
156,0,original,Если что то продать к примеру за <MONEY> то деньги только на карту переводить?,Если что то продать к примеру за <MONEY> то деньги только на карту переводить?,4361
156,0,case_punct,!!! еСЛИ ЧТО ТО ПРОДАТЬ К ПРИМЕРУ ЗА <money> ТО ДЕНЬГИ ТОЛЬКО НА КАРТУ ПЕРЕВОДИТЬ? ???,Если что то продать к примеру за <MONEY> то деньги только на карту переводить?,4361
156,0,typo_delete,Если что то продать к примеру за <MONEY> то денги только на карту переводить?,Если что то продать к примеру за <MONEY> то деньги только на карту переводить?,4361
156,0,typo_swap,Если что то продать к примеру за <MONEY> то деньги только на катру переводить?,Если что то продать к примеру за <MONEY> то деньги только на карту переводить?,4361
156,0,typo_keyboard,Если что то продать к примеру за <MONEY> то деньши только на карту переводить?,Если что то продать к примеру за <MONEY> то деньги только на карту переводить?,4361
156,0,typo_two,Если что то продать к птмеру за <MONEY> то деньги только на карту переводить?,Если что то продать к примеру за <MONEY> то деньги только на карту переводить?,4361
156,0,drop_content,Если что то продать к примеру за <MONEY> то только на карту переводить?,Если что то продать к примеру за <MONEY> то деньги только на карту переводить?,4361
156,0,polite_noise,"Здравствуйте! Подскажите, пожалуйста, очень срочно: Если что то продать к примеру за <MONEY> то деньги только на карту переводить?",Если что то продать к примеру за <MONEY> то деньги только на карту переводить?,4361
156,0,topic_distractor,"Если что то продать к примеру за <MONEY> то деньги только на карту переводить? Также не понимаю, почему не работает Авито Доставка и когда вернут деньги.",Если что то продать к примеру за <MONEY> то деньги только на карту переводить?,4361
156,0,mask_entities,Если что то продать к примеру за <ENTITY> то деньги только на карту переводить?,Если что то продать к примеру за <MONEY> то деньги только на карту переводить?,4361
159,0,original,Здравствуйте. Можете ли вы мне помочь вернуть деньги за заказ?,Здравствуйте. Можете ли вы мне помочь вернуть деньги за заказ?,2865 4219
159,0,case_punct,!!! зДРАВСТВУЙТЕ. мОЖЕТЕ ЛИ ВЫ МНЕ ПОМОЧЬ ВЕРНУТЬ ДЕНЬГИ ЗА ЗАКАЗ? ???,Здравствуйте. Можете ли вы мне помочь вернуть деньги за заказ?,2865 4219
159,0,typo_delete,Здравствуйте. Можете ли вы мне помочь венуть деньги за заказ?,Здравствуйте. Можете ли вы мне помочь вернуть деньги за заказ?,2865 4219
159,0,typo_swap,Здравствуйте. Можете ли вы мне помочь верунть деньги за заказ?,Здравствуйте. Можете ли вы мне помочь вернуть деньги за заказ?,2865 4219
159,0,typo_keyboard,Здравствуйте. Можете ли вы мне плмочь вернуть деньги за заказ?,Здравствуйте. Можете ли вы мне помочь вернуть деньги за заказ?,2865 4219
159,0,typo_two,Здравствуйте. Можете ли вы мне помчь вернуть деньши за заказ?,Здравствуйте. Можете ли вы мне помочь вернуть деньги за заказ?,2865 4219
159,0,drop_content,Здравствуйте. Можете ли вы мне помочь вернуть за заказ?,Здравствуйте. Можете ли вы мне помочь вернуть деньги за заказ?,2865 4219
159,0,polite_noise,"Здравствуйте! Подскажите, пожалуйста, очень срочно: Здравствуйте. Можете ли вы мне помочь вернуть деньги за заказ?",Здравствуйте. Можете ли вы мне помочь вернуть деньги за заказ?,2865 4219
159,0,topic_distractor,"Здравствуйте. Можете ли вы мне помочь вернуть деньги за заказ? Также не понимаю, почему не работает Авито Доставка и когда вернут деньги.",Здравствуйте. Можете ли вы мне помочь вернуть деньги за заказ?,2865 4219
159,0,mask_entities,Здравствуйте. Можете ли вы мне помочь вернуть деньги за заказ?,Здравствуйте. Можете ли вы мне помочь вернуть деньги за заказ?,2865 4219
170,0,original,как узнать промокод для оплаты доставки бонусами?,как узнать промокод для оплаты доставки бонусами?,2665 4214
170,0,case_punct,!!! КАК УЗНАТЬ ПРОМОКОД ДЛЯ ОПЛАТЫ ДОСТАВКИ БОНУСАМИ? ???,как узнать промокод для оплаты доставки бонусами?,2665 4214
170,0,typo_delete,как узнать промокод для оплаы доставки бонусами?,как узнать промокод для оплаты доставки бонусами?,2665 4214
170,0,typo_swap,как узнать пормокод для оплаты доставки бонусами?,как узнать промокод для оплаты доставки бонусами?,2665 4214
170,0,typo_keyboard,как узгать промокод для оплаты доставки бонусами?,как узнать промокод для оплаты доставки бонусами?,2665 4214
170,0,typo_two,как унать промокод для оплаты доставки блнусами?,как узнать промокод для оплаты доставки бонусами?,2665 4214
170,0,drop_content,как узнать промокод для доставки бонусами?,как узнать промокод для оплаты доставки бонусами?,2665 4214
170,0,polite_noise,"Здравствуйте! Подскажите, пожалуйста, очень срочно: как узнать промокод для оплаты доставки бонусами?",как узнать промокод для оплаты доставки бонусами?,2665 4214
170,0,topic_distractor,"как узнать промокод для оплаты доставки бонусами? Также не понимаю, почему не работает Авито Доставка и когда вернут деньги.",как узнать промокод для оплаты доставки бонусами?,2665 4214
170,0,mask_entities,как узнать промокод для оплаты доставки бонусами?,как узнать промокод для оплаты доставки бонусами?,2665 4214
172,0,original,Как работает оплата при получении?,Как работает оплата при получении?,2646 4219
172,0,case_punct,!!! кАК РАБОТАЕТ ОПЛАТА ПРИ ПОЛУЧЕНИИ? ???,Как работает оплата при получении?,2646 4219
172,0,typo_delete,Как работает олата при получении?,Как работает оплата при получении?,2646 4219
172,0,typo_swap,Как работает опалта при получении?,Как работает оплата при получении?,2646 4219
172,0,typo_keyboard,Как работант оплата при получении?,Как работает оплата при получении?,2646 4219
172,0,typo_two,Как работает оплата при полсении?,Как работает оплата при получении?,2646 4219
172,0,drop_content,Как работает оплата при ?,Как работает оплата при получении?,2646 4219
172,0,polite_noise,"Здравствуйте! Подскажите, пожалуйста, очень срочно: Как работает оплата при получении?",Как работает оплата при получении?,2646 4219
172,0,topic_distractor,"Как работает оплата при получении? Также не понимаю, почему не работает Авито Доставка и когда вернут деньги.",Как работает оплата при получении?,2646 4219
172,0,mask_entities,Как работает оплата при получении?,Как работает оплата при получении?,2646 4219
173,0,original,"Сколько будет мне стоить доставка от Москвы до рязанской области, если я отправлю платье выставленное за <MONEY>?","Сколько будет мне стоить доставка от Москвы до рязанской области, если я отправлю платье выставленное за <MONEY>?",1951
173,0,case_punct,"!!! сКОЛЬКО БУДЕТ МНЕ СТОИТЬ ДОСТАВКА ОТ мОСКВЫ ДО РЯЗАНСКОЙ ОБЛАСТИ, ЕСЛИ Я ОТПРАВЛЮ ПЛАТЬЕ ВЫСТАВЛЕННОЕ ЗА <money>? ???","Сколько будет мне стоить доставка от Москвы до рязанской области, если я отправлю платье выставленное за <MONEY>?",1951
173,0,typo_delete,"Сколько будет мне стоить доставка от Москвы до рязанской облати, если я отправлю платье выставленное за <MONEY>?","Сколько будет мне стоить доставка от Москвы до рязанской области, если я отправлю платье выставленное за <MONEY>?",1951
173,0,typo_swap,"Сколько будет мне стоить доставка от Москвы до рязанской олбасти, если я отправлю платье выставленное за <MONEY>?","Сколько будет мне стоить доставка от Москвы до рязанской области, если я отправлю платье выставленное за <MONEY>?",1951
173,0,typo_keyboard,"Сколько будет мне стоить доставка от Москвы до ряханской области, если я отправлю платье выставленное за <MONEY>?","Сколько будет мне стоить доставка от Москвы до рязанской области, если я отправлю платье выставленное за <MONEY>?",1951
173,0,typo_two,"Сколбко будет мне стоить доставка от Москвы до рязанской области, если я отправлю плтье выставленное за <MONEY>?","Сколько будет мне стоить доставка от Москвы до рязанской области, если я отправлю платье выставленное за <MONEY>?",1951
173,0,drop_content,"Сколько будет мне стоить доставка от до рязанской области, если я отправлю платье выставленное за <MONEY>?","Сколько будет мне стоить доставка от Москвы до рязанской области, если я отправлю платье выставленное за <MONEY>?",1951
173,0,polite_noise,"Здравствуйте! Подскажите, пожалуйста, очень срочно: Сколько будет мне стоить доставка от Москвы до рязанской области, если я отправлю платье выставленное за <MONEY>?","Сколько будет мне стоить доставка от Москвы до рязанской области, если я отправлю платье выставленное за <MONEY>?",1951
173,0,topic_distractor,"Сколько будет мне стоить доставка от Москвы до рязанской области, если я отправлю платье выставленное за <MONEY>? Также не понимаю, почему не работает Авито Доставка и когда вернут деньги.","Сколько будет мне стоить доставка от Москвы до рязанской области, если я отправлю платье выставленное за <MONEY>?",1951
173,0,mask_entities,"Сколько будет мне стоить доставка от Москвы до рязанской области, если я отправлю платье выставленное за <ENTITY>?","Сколько будет мне стоить доставка от Москвы до рязанской области, если я отправлю платье выставленное за <MONEY>?",1951
179,0,original,"добрый день. пропала возможность ставить ""Просто скидку"". это была временная опция?","добрый день. пропала возможность ставить ""Просто скидку"". это была временная опция?",4451
179,0,case_punct,"!!! ДОБРЫЙ ДЕНЬ. ПРОПАЛА ВОЗМОЖНОСТЬ СТАВИТЬ ""пРОСТО СКИДКУ"". ЭТО БЫЛА ВРЕМЕННАЯ ОПЦИЯ? ???","добрый день. пропала возможность ставить ""Просто скидку"". это была временная опция?",4451
179,0,typo_delete,"добрый день. пропала возможность ставить ""Просто скидку"". это была временная опия?","добрый день. пропала возможность ставить ""Просто скидку"". это была временная опция?",4451
179,0,typo_swap,"добрый день. порпала возможность ставить ""Просто скидку"". это была временная опция?","добрый день. пропала возможность ставить ""Просто скидку"". это была временная опция?",4451
179,0,typo_keyboard,"добрый день. пропала возможность ставить ""Просто скидку"". это была временная орция?","добрый день. пропала возможность ставить ""Просто скидку"". это была временная опция?",4451
179,0,typo_two,"добрый день. прлпала возможность ставить ""Просто скидку"". это была временая опция?","добрый день. пропала возможность ставить ""Просто скидку"". это была временная опция?",4451
179,0,drop_content,"добрый день. пропала возможность ставить ""Просто "". это была временная опция?","добрый день. пропала возможность ставить ""Просто скидку"". это была временная опция?",4451
179,0,polite_noise,"Здравствуйте! Подскажите, пожалуйста, очень срочно: добрый день. пропала возможность ставить ""Просто скидку"". это была временная опция?","добрый день. пропала возможность ставить ""Просто скидку"". это была временная опция?",4451
179,0,topic_distractor,"добрый день. пропала возможность ставить ""Просто скидку"". это была временная опция? Также не понимаю, почему не работает Авито Доставка и когда вернут деньги.","добрый день. пропала возможность ставить ""Просто скидку"". это была временная опция?",4451
179,0,mask_entities,"добрый день. пропала возможность ставить ""Просто скидку"". это была временная опция?","добрый день. пропала возможность ставить ""Просто скидку"". это была временная опция?",4451
189,0,original,"Если я продаю товар и покупатель оформляет доставку, какие дальнейшие действия?","Если я продаю товар и покупатель оформляет доставку, какие дальнейшие действия?",4234
189,0,case_punct,"!!! еСЛИ Я ПРОДАЮ ТОВАР И ПОКУПАТЕЛЬ ОФОРМЛЯЕТ ДОСТАВКУ, КАКИЕ ДАЛЬНЕЙШИЕ ДЕЙСТВИЯ? ???","Если я продаю товар и покупатель оформляет доставку, какие дальнейшие действия?",4234
189,0,typo_delete,"Если я прдаю товар и покупатель оформляет доставку, какие дальнейшие действия?","Если я продаю товар и покупатель оформляет доставку, какие дальнейшие действия?",4234
